well id,day,median pixel intensity,mw_area shape,hyst1 area,hyst2 area
615,0,93.0,33124,9560,9530
616,0,93.0,8460,3250,3224
617,0,92.0,8280,3119,3104
618,0,92.0,8008,2743,2726
619,0,92.0,8190,2236,2203
620,0,94.0,8277,3084,3012
621,0,94.0,8455,3123,3096
622,0,94.0,8455,2687,2673
623,0,94.0,8460,2411,2387
624,0,94.0,8281,3342,3326
625,0,94.0,8272,3349,3329
626,0,94.0,8178,3231,3092
627,0,94.0,8460,3131,3114
628,0,94.0,8370,2685,2664
629,0,94.0,8360,2398,2370
630,0,94.0,33124,9625,9489
631,0,94.0,8366,2893,2890
632,0,94.0,33124,9700,9557
633,0,93.0,8460,3214,3210
634,0,93.0,8265,2986,2964
635,0,93.0,8178,2588,2542
636,0,93.0,8370,3195,3165
637,0,92.0,8272,3206,3193
638,0,93.0,8004,3012,2962
639,0,93.0,7650,2359,2330
640,0,94.0,8272,3098,3047
641,0,95.0,7998,3145,3131
642,0,95.0,8277,3005,2980
643,0,94.0,8184,2672,2663
644,0,94.0,9216,3706,3512
645,0,95.0,8178,3203,3148
646,0,94.0,8178,3276,3260
647,0,94.0,8096,3163,3143
648,0,94.0,8277,3151,3129
649,0,94.0,8370,2957,2877
650,0,94.0,33124,10617,10544
651,0,94.0,33124,10103,10025
652,0,94.0,8460,3504,3459
653,0,94.0,8091,3288,3270
654,0,94.0,8372,3324,3305
655,0,93.0,8096,2553,2542
656,0,93.0,8930,2897,2880
657,0,93.0,8008,3340,3320
658,0,93.0,8010,3275,3251
659,0,93.0,7920,2862,2833
660,0,95.0,8100,2974,2886
661,0,95.0,8277,3335,3269
662,0,94.0,8190,3206,3177
663,0,94.0,8463,3060,3026
664,0,94.0,8455,2765,2755
665,0,95.0,13209,3797,3796
666,0,95.0,8188,2977,2928
667,0,94.0,8184,3129,3056
668,0,94.0,8064,3168,3158
669,0,94.0,33124,10211,10121
670,0,94.0,8280,2154,2115
671,0,94.0,33124,10423,10207
672,0,94.0,8460,3222,3181
673,0,94.0,8184,3497,3490
674,0,94.0,8184,3300,3276
675,0,93.0,7905,2931,2897
676,0,93.0,8170,2570,2547
677,0,94.0,33124,10490,10441
678,0,93.0,8281,3381,3359
679,0,93.0,8004,2820,2794
680,0,95.0,8084,2757,2733
681,0,95.0,8184,3137,3090
682,0,95.0,7820,3310,3275
683,0,95.0,8190,3226,3212
684,0,95.0,8645,3003,2965
685,0,95.0,8370,2672,2645
686,0,94.0,8184,2964,2934
687,0,94.0,33124,10277,10213
688,0,94.0,8184,2830,2807
689,0,94.0,8084,2599,2579
690,0,94.0,7998,2404,2257
691,0,94.0,8096,1937,1818
692,0,94.0,8188,3088,3076
693,0,94.0,8184,3347,3271
694,0,94.0,8096,3325,3315
695,0,94.0,8008,3087,3071
696,0,94.0,8099,2546,2514
697,0,93.0,8184,2306,2272
698,0,93.0,8064,3143,3068
699,0,93.0,8096,3051,3027
700,0,94.0,8961,3089,3078
701,0,94.0,8091,3154,3085
702,0,95.0,7912,3017,2960
703,0,95.0,8190,3284,3251
704,0,95.0,8184,2987,2952
705,0,95.0,33124,11080,10670
706,0,94.0,33124,10787,10378
707,0,94.0,8099,3216,3209
708,0,94.0,8099,3047,3028
709,0,94.0,8096,2788,2757
710,0,94.0,7830,2293,2276
711,0,95.0,8010,1936,1905
712,0,94.0,33124,10684,10645
713,0,94.0,8280,3265,3196
714,0,94.0,7830,3379,3373
715,0,94.0,7917,3135,3113
716,0,93.0,8091,2742,2710
717,0,93.0,8004,2264,2230
718,0,93.0,8924,2902,2891
719,0,93.0,33124,10745,10458
720,0,95.0,8272,2789,2557
721,0,95.0,33124,10232,10088
722,0,95.0,7980,2991,2923
723,0,94.0,33124,11143,10569
724,0,95.0,33124,10877,10807
725,0,95.0,7921,2259,2251
726,0,95.0,8091,2033,2016
727,0,95.0,16113,4607,4553
728,0,95.0,8188,3068,3041
729,0,95.0,8188,2961,2945
730,0,95.0,8099,2724,2722
731,0,94.0,8008,2126,2100
732,0,94.0,8277,1933,1908
733,0,95.0,9306,3889,3734
734,0,94.0,8277,3278,3196
735,0,93.0,8010,3320,3307
736,0,93.0,7912,2787,2768
737,0,93.0,9682,2558,2515
738,0,93.0,8099,1963,1921
739,0,92.0,8010,2701,2683
740,0,96.0,8272,2634,2609
741,0,96.0,33124,10302,10179
742,0,95.0,10692,2681,2656
743,0,94.0,8190,2934,2891
744,0,95.0,8272,2789,2760
745,0,95.0,8004,3033,2974
746,0,95.0,7998,2149,2107
747,0,95.0,16125,4244,4213
748,0,95.0,8010,3176,3162
749,0,95.0,8096,2978,2952
750,0,95.0,7998,2839,2802
751,0,95.0,8277,2692,2628
752,0,95.0,7905,1659,1629
753,0,95.0,33124,11183,11047
754,0,94.0,8096,2880,2855
755,0,94.0,33124,10673,10616
756,0,93.0,8188,2563,2539
757,0,93.0,8099,2333,2320
758,0,93.0,8280,1914,1896
759,0,93.0,8463,2064,2019
760,0,96.0,33124,10055,9908
761,0,96.0,8370,1740,1722
762,0,96.0,33124,9811,9620
763,0,95.0,8280,3172,3147
764,0,95.0,8099,2933,2888
765,0,95.0,8188,2559,2526
766,0,95.0,7912,2639,2236
767,0,95.0,7644,1829,1779
768,0,95.0,8372,2451,2412
769,0,95.0,8178,3109,3091
770,0,95.0,8008,2821,2783
771,0,95.0,8075,2644,2601
772,0,95.0,8272,2238,2207
773,0,95.0,33124,10863,10737
774,0,94.0,33124,10978,10896
775,0,93.0,8099,3108,3090
776,0,93.0,8099,2613,2605
777,0,93.0,8008,2472,2461
778,0,93.0,7826,2036,1987
779,0,94.0,7826,1583,1570
780,0,95.0,8178,2368,2348
781,0,95.0,8099,1702,1683
782,0,95.0,8084,1328,1284
783,0,95.0,8281,3474,3319
784,0,95.0,7826,2902,2882
785,0,95.0,8010,2805,2788
786,0,95.0,8178,2557,2529
787,0,95.0,7920,2140,2117
788,0,95.0,8084,1996,1755
789,0,95.0,8008,2970,2941
790,0,94.0,8096,3058,2912
791,0,94.0,8008,3136,3054
792,0,94.0,14000,3986,3814
793,0,94.0,8190,1283,1147
794,0,93.0,8084,1033,697
795,0,93.0,7917,3082,3057
796,0,93.0,7912,2908,2883
797,0,94.0,7917,2743,2727
798,0,94.0,7917,2376,2364
799,0,94.0,7826,1781,1745
800,0,96.0,7998,3322,3273
801,0,96.0,7917,2551,2539
802,0,96.0,8091,2291,2274
803,0,96.0,8010,1846,1835
804,0,95.0,8277,3232,3199
805,0,92.0,7921,3119,3080
806,0,91.0,8008,3178,3164
807,0,93.0,7812,2532,2529
808,0,94.0,8280,2529,2499
809,0,94.0,9682,1924,1854
810,0,92.0,7830,2810,2788
811,0,93.0,8004,2713,2640
812,0,94.0,7917,2366,2354
813,0,94.0,8004,1996,1976
814,0,94.0,8004,1730,1698
815,0,94.0,8004,1433,1399
816,0,95.0,8277,3570,3542
817,0,94.0,8190,3349,3323
818,0,94.0,8010,3114,3102
819,0,93.0,7917,2590,2572
820,0,96.0,8281,2967,2942
821,0,96.0,7912,2786,2764
822,0,96.0,8281,2620,2541
823,0,96.0,8096,2145,2018
824,0,96.0,9240,3106,3092
825,0,92.0,8188,3359,3307
826,0,92.0,8004,3246,3222
827,0,94.0,33124,11223,11131
828,0,95.0,33124,11328,11262
829,0,95.0,8272,2000,1979
830,0,95.0,9009,2763,2526
831,0,95.0,8188,3027,2995
832,0,94.0,7990,2583,2556
833,0,94.0,8099,2325,2300
834,0,94.0,7912,2632,2540
835,0,94.0,7896,1612,1578
836,0,94.0,9167,2591,2557
837,0,94.0,7650,3381,3353
838,0,93.0,8010,3135,3115
839,0,93.0,8008,2869,2847
840,0,96.0,8277,3406,3330
841,0,96.0,8091,3168,3112
842,0,96.0,7990,2650,2639
843,0,96.0,8091,2187,2167
844,0,95.0,8084,1838,1831
845,0,95.0,33124,11403,11234
846,0,94.0,9555,3154,3098
847,0,95.0,8188,2465,2437
848,0,95.0,8091,2152,2130
849,0,95.0,8178,2131,2101
850,0,95.0,8010,1592,1497
851,0,95.0,12412,4673,4671
852,0,94.0,8096,2745,2725
853,0,94.0,7917,2414,2309
854,0,94.0,7917,2074,2052
